"01 Kongen "; 91,1; 94,4; 129,7; 129,7; 129,7; 129,7
"011 Statsydelse "; 91,1; 94,4; 129,7; 129,7; 129,7; 129,7
"0111 Statsydelse "; 91,1; 94,4; 129,7; 129,7; 129,7; 129,7
"011101 Statsydelse "; 91,1; 94,4; 129,7; 129,7; 129,7; 129,7
"01110110 Almindelig virksomhed "; 91,1; 94,4; 129,7; 129,7; 129,7; 129,7
"22 Andre ordinære driftsomkostninger "; 91,1; 94,4; 129,7; 129,7; 129,7; 129,7
"02 Medlemmer af det kongelige hus m.fl. "; 28,3; 29,3; 18,9; 21,8; 21,8; 21,8
"021 Årpenge mv. "; 28,3; 29,3; 18,9; 21,8; 21,8; 21,8
"0211 Årpenge mv. "; 28,3; 29,3; 18,9; 21,8; 21,8; 21,8
"021101 Årpenge mv. "; 28,3; 29,3; 18,9; 21,8; 21,8; 21,8
"02110110 Almindelig virksomhed "; 28,3; 29,3; 18,9; 21,8; 21,8; 21,8
"22 Andre ordinære driftsomkostninger "; 28,3; 29,3; 18,9; 21,8; 21,8; 21,8
"03 Folketinget "; 1416,6; 1464,6; 1498,4; 1449,8; 1447,0; 1447,0
"031 Udgifter ved Folketinget "; 977,7; 1007,0; 1018,2; 965,4; 962,6; 962,6
"0311 Folketinget "; 977,7; 1007,0; 1018,2; 965,4; 962,6; 962,6
"031101 Folketinget "; 515,4; 573,5; 593,5; 544,7; 542,0; 542,0
"03110110 Almindelig virksomhed "; 479,2; 537,3; 558,1; 508,1; 505,4; 505,4
"11 Salg af varer "; -5,8; -5,4; -5,6; -5,6; -5,6; -5,6
"16 Husleje, leje af arealer,leasing "; 17,7; 21,3; 21,3; 21,3; 21,3; 21,3
"18 Lønninger / personaleomkostninger "; 274,7; 300,8; 314,9; 313,2; 312,8; 312,8
"22 Andre ordinære driftsomkostninger "; 190,9; 205,8; 214,8; 167,6; 165,3; 165,3
"25 Finansielle indtægter "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"26 Finansielle omkostninger "; 1,1; 0,0; 0,0; 0,0; 0,0; 0,0
"44 Tilskud til personer "; 0,6; 0,0; 0,0; 0,0; 0,0; 0,0
"46 Tilskud til anden virks. og invest.tilskud "; 0,0; 1,0; 0,0; 0,0; 0,0; 0,0
"51 Anlægsaktiver (anskaffelser) "; 0,0; 13,8; 12,7; 11,6; 11,6; 11,6
"03110130 Udvalgsarbejde "; 14,6; 17,5; 35,4; 17,7; 17,7; 17,7
"22 Andre ordinære driftsomkostninger "; 14,6; 17,5; 25,1; 17,7; 17,7; 17,7
"41 Overførselsudgifter til EU og øvrige udland "; 0,0; 0,0; 10,3; 0,0; 0,0; 0,0
"03110140 Interparlamentariske forsamlinger "; 21,6; 18,7; 0,0; 18,9; 18,9; 18,9
"22 Andre ordinære driftsomkostninger "; 12,2; 8,0; 0,0; 8,1; 8,1; 8,1
"41 Overførselsudgifter til EU og øvrige udland "; 9,4; 10,7; 0,0; 10,8; 10,8; 10,8
"031103 Folketingets medlemmer "; 448,8; 425,2; 410,1; 413,7; 413,7; 413,7
"03110310 Folketingsvederlag og boliggodtgørelse "; 188,1; 188,0; 168,4; 165,3; 165,3; 165,3
"22 Andre ordinære driftsomkostninger "; 3,8; 3,8; 3,9; 3,9; 3,9; 3,9
"44 Tilskud til personer "; 184,3; 184,2; 164,5; 161,4; 161,4; 161,4
"03110320 Befordringsudgifter "; 8,8; 10,0; 9,1; 10,1; 10,1; 10,1
"22 Andre ordinære driftsomkostninger "; 8,8; 10,0; 9,1; 10,1; 10,1; 10,1
"03110330 Folketingsgruppestøtte "; 251,9; 227,2; 232,6; 238,3; 238,3; 238,3
"46 Tilskud til anden virks. og invest.tilskud "; 251,9; 227,2; 232,6; 238,3; 238,3; 238,3
"031104 Folketingsmedlemmers efteruddannelse "; 2,9; 3,7; 3,1; 2,3; 2,2; 2,2
"03110410 Efteruddannelse "; 2,9; 3,7; 3,1; 2,3; 2,2; 2,2
"22 Andre ordinære driftsomkostninger "; 2,9; 3,7; 3,1; 2,3; 2,2; 2,2
"031106 Medlemsboliger "; 10,5; 4,6; 11,5; 4,7; 4,7; 4,7
"03110610 Drift af medlemsboliger "; 10,5; 4,6; 11,5; 4,7; 4,7; 4,7
"16 Husleje, leje af arealer,leasing "; 1,5; 2,0; 1,9; 1,9; 1,9; 1,9
"22 Andre ordinære driftsomkostninger "; 9,1; 0,9; 7,7; 0,9; 0,9; 0,9
"51 Anlægsaktiver (anskaffelser) "; 0,0; 1,7; 1,9; 1,9; 1,9; 1,9
"032 Folketingets Ombudsmand "; 103,5; 112,9; 115,7; 117,4; 117,4; 117,4
"0321 Folketingets Ombudsmand "; 103,5; 112,9; 115,7; 117,4; 117,4; 117,4
"032101 Folketingets Ombudsmand "; 103,5; 112,9; 115,7; 117,4; 117,4; 117,4
"03210110 Almindelig virksomhed "; 103,5; 112,9; 115,7; 117,4; 117,4; 117,4
"11 Salg af varer "; 0,0; -0,1; -0,1; -0,1; -0,1; -0,1
"16 Husleje, leje af arealer,leasing "; 7,0; 8,0; 9,1; 9,1; 9,1; 9,1
"18 Lønninger / personaleomkostninger "; 80,0; 88,8; 90,9; 92,4; 92,4; 92,4
"22 Andre ordinære driftsomkostninger "; 16,6; 16,2; 15,8; 16,0; 16,0; 16,0
"26 Finansielle omkostninger "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"03210197 Andre tilskudsfinansierede aktiviteter "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"11 Salg af varer "; -0,6; -0,9; -0,9; -0,9; -0,9; -0,9
