"01 Kongen "; 151,9; 129,7; 134,6; 134,6; 134,6; 134,6
"011 Statsydelse "; 151,9; 129,7; 134,6; 134,6; 134,6; 134,6
"0111 Statsydelse "; 151,9; 129,7; 134,6; 134,6; 134,6; 134,6
"011101 Statsydelse "; 151,9; 129,7; 134,6; 134,6; 134,6; 134,6
"01110110 Almindelig virksomhed "; 151,9; 129,7; 134,6; 134,6; 134,6; 134,6
"22 Andre ordinære driftsomkostninger "; 151,9; 129,7; 134,6; 134,6; 134,6; 134,6
"02 Medlemmer af det kongelige hus m.fl. "; 19,2; 18,9; 19,4; 22,2; 22,2; 22,2
"021 Årpenge mv. "; 19,2; 18,9; 19,4; 22,2; 22,2; 22,2
"0211 Årpenge mv. "; 19,2; 18,9; 19,4; 22,2; 22,2; 22,2
"021101 Årpenge mv. "; 19,2; 18,9; 19,4; 22,2; 22,2; 22,2
"02110110 Almindelig virksomhed "; 19,2; 18,9; 19,4; 22,2; 22,2; 22,2
"22 Andre ordinære driftsomkostninger "; 19,2; 18,9; 19,4; 22,2; 22,2; 22,2
"03 Folketinget "; 1437,6; 1472,5; 1526,5; 1518,7; 1493,3; 1493,3
"031 Udgifter ved Folketinget "; 982,6; 993,3; 1028,0; 1020,2; 994,8; 994,8
"0311 Folketinget "; 982,6; 993,3; 1028,0; 1020,2; 994,8; 994,8
"031101 Folketinget "; 568,1; 571,3; 587,3; 579,5; 554,1; 554,1
"03110110 Almindelig virksomhed "; 535,7; 534,7; 550,1; 542,3; 516,9; 516,9
"11 Salg af varer "; -5,8; -5,6; -5,7; -5,7; -5,7; -5,7
"16 Husleje, leje af arealer,leasing "; 19,8; 21,3; 20,6; 20,6; 20,6; 20,6
"18 Lønninger / personaleomkostninger "; 291,2; 313,5; 322,1; 321,7; 321,7; 321,7
"22 Andre ordinære driftsomkostninger "; 230,5; 192,8; 200,5; 194,2; 168,8; 168,8
"25 Finansielle indtægter "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"26 Finansielle omkostninger "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"51 Anlægsaktiver (anskaffelser) "; 0,0; 12,7; 12,6; 11,5; 11,5; 11,5
"03110130 Udvalgsarbejde "; 32,4; 36,6; 37,2; 37,2; 37,2; 37,2
"22 Andre ordinære driftsomkostninger "; 21,9; 25,8; 26,2; 26,2; 26,2; 26,2
"41 Overførselsudgifter til EU og øvrige udland "; 10,5; 10,8; 11,0; 11,0; 11,0; 11,0
"031103 Folketingets medlemmer "; 407,8; 413,7; 433,7; 433,7; 433,7; 433,7
"03110310 Folketingsvederlag og boliggodtgørelse "; 176,8; 165,3; 177,4; 177,4; 177,4; 177,4
"22 Andre ordinære driftsomkostninger "; 3,5; 3,9; 4,1; 4,1; 4,1; 4,1
"44 Tilskud til personer "; 173,3; 161,4; 173,3; 173,3; 173,3; 173,3
"03110320 Befordringsudgifter "; 8,9; 10,1; 10,3; 10,3; 10,3; 10,3
"22 Andre ordinære driftsomkostninger "; 8,9; 10,1; 10,3; 10,3; 10,3; 10,3
"03110330 Folketingsgruppestøtte "; 222,1; 238,3; 246,0; 246,0; 246,0; 246,0
"46 Tilskud til anden virks. og invest.tilskud "; 222,1; 238,3; 246,0; 246,0; 246,0; 246,0
"031104 Folketingsmedlemmers efteruddannelse "; 2,6; 3,6; 2,3; 2,3; 2,3; 2,3
"03110410 Efteruddannelse "; 2,6; 3,6; 2,3; 2,3; 2,3; 2,3
"22 Andre ordinære driftsomkostninger "; 2,6; 3,6; 2,3; 2,3; 2,3; 2,3
"031106 Medlemsboliger "; 4,1; 4,7; 4,7; 4,7; 4,7; 4,7
"03110610 Drift af medlemsboliger "; 4,1; 4,7; 4,7; 4,7; 4,7; 4,7
"16 Husleje, leje af arealer,leasing "; 1,3; 1,9; 1,9; 1,9; 1,9; 1,9
"22 Andre ordinære driftsomkostninger "; 2,8; 0,9; 1,0; 1,0; 1,0; 1,0
"51 Anlægsaktiver (anskaffelser) "; 0,0; 1,9; 1,8; 1,8; 1,8; 1,8
"032 Folketingets Ombudsmand "; 111,4; 117,4; 119,3; 119,3; 119,3; 119,3
"0321 Folketingets Ombudsmand "; 111,4; 117,4; 119,3; 119,3; 119,3; 119,3
"032101 Folketingets Ombudsmand "; 111,4; 117,4; 119,3; 119,3; 119,3; 119,3
"03210110 Almindelig virksomhed "; 111,4; 117,4; 119,3; 119,3; 119,3; 119,3
"11 Salg af varer "; 0,0; -0,1; -0,1; -0,1; -0,1; -0,1
"16 Husleje, leje af arealer,leasing "; 7,5; 9,1; 9,2; 9,2; 9,2; 9,2
