"01 Dronningen "; 87,2; 87,8; 92,6; 92,6; 92,6; 92,6
"011 Statsydelse "; 87,2; 87,8; 92,6; 92,6; 92,6; 92,6
"0111 Statsydelse "; 87,2; 87,8; 92,6; 92,6; 92,6; 92,6
"011101 Statsydelse "; 87,2; 87,8; 92,6; 92,6; 92,6; 92,6
"01110110 Almindelig virksomhed "; 87,2; 87,8; 92,6; 92,6; 92,6; 92,6
"22 Andre ordinære driftsomkostninger "; 87,2; 87,8; 92,6; 92,6; 92,6; 92,6
"02 Medlemmer af det kongelige hus m.fl. "; 27,1; 27,3; 28,8; 31,5; 31,5; 31,5
"021 Årpenge mv. "; 27,1; 27,3; 28,8; 31,5; 31,5; 31,5
"0211 Årpenge mv. "; 27,1; 27,3; 28,8; 31,5; 31,5; 31,5
"021101 Årpenge mv. "; 27,1; 27,3; 28,8; 31,5; 31,5; 31,5
"02110110 Almindelig virksomhed "; 27,1; 27,3; 28,8; 31,5; 31,5; 31,5
"22 Andre ordinære driftsomkostninger "; 27,1; 27,3; 28,8; 31,5; 31,5; 31,5
"03 Folketinget "; 1258,7; 1256,0; 1436,3; 1314,7; 1314,7; 1314,7
"031 Udgifter ved Folketinget "; 851,9; 837,8; 995,3; 867,0; 867,0; 867,0
"0311 Folketinget "; 851,9; 837,8; 995,3; 867,0; 867,0; 867,0
"031101 Folketinget "; 480,6; 475,6; 518,7; 493,9; 493,9; 493,9
"03110110 Almindelig virksomhed "; 463,1; 443,9; 477,2; 460,8; 460,8; 460,8
"11 Salg af varer "; -3,5; -4,4; -4,5; -4,5; -4,5; -4,5
"16 Husleje, leje af arealer,leasing "; 17,0; 17,3; 20,5; 20,2; 20,2; 20,2
"18 Lønninger / personaleomkostninger "; 257,0; 257,6; 288,4; 286,7; 285,6; 285,6
"22 Andre ordinære driftsomkostninger "; 191,8; 161,7; 160,5; 146,6; 149,9; 149,9
"26 Finansielle omkostninger "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"44 Tilskud til personer "; 0,7; 0,6; 0,5; 0,0; 0,0; 0,0
"51 Anlægsaktiver (anskaffelser) "; 0,0; 11,1; 11,8; 11,8; 9,6; 9,6
"03110130 Udvalgsarbejde "; 6,0; 14,7; 19,1; 15,4; 15,4; 15,4
"22 Andre ordinære driftsomkostninger "; 6,0; 14,7; 19,1; 15,4; 15,4; 15,4
"03110140 Interparlamentariske forsamlinger "; 11,5; 17,0; 22,4; 17,7; 17,7; 17,7
"22 Andre ordinære driftsomkostninger "; 2,7; 7,4; 12,3; 7,6; 7,6; 7,6
"41 Overførselsudgifter til EU og øvrige udland "; 8,7; 9,6; 10,1; 10,1; 10,1; 10,1
"031103 Folketingets medlemmer "; 367,6; 358,3; 449,2; 369,0; 369,0; 369,0
"03110310 Folketingsvederlag og boliggodtgørelse "; 160,7; 147,7; 234,5; 152,7; 152,7; 152,7
"18 Lønninger / personaleomkostninger "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"22 Andre ordinære driftsomkostninger "; 3,4; 3,6; 5,8; 3,8; 3,8; 3,8
"44 Tilskud til personer "; 157,3; 144,1; 183,0; 148,9; 148,9; 148,9
"46 Tilskud til anden virks. og invest.tilskud "; 0,0; 0,0; 45,7; 0,0; 0,0; 0,0
"03110320 Befordringsudgifter "; 7,7; 9,8; 8,5; 10,1; 10,1; 10,1
"22 Andre ordinære driftsomkostninger "; 7,7; 9,8; 8,5; 10,1; 10,1; 10,1
"03110330 Folketingsgruppestøtte "; 199,3; 200,8; 206,2; 206,2; 206,2; 206,2
"46 Tilskud til anden virks. og invest.tilskud "; 199,3; 200,8; 206,2; 206,2; 206,2; 206,2
"031104 Folketingsmedlemmers efteruddannelse "; 0,8; 0,0; 20,3; 0,0; 0,0; 0,0
"03110410 Efteruddannelse "; 0,8; 0,0; 20,3; 0,0; 0,0; 0,0
"22 Andre ordinære driftsomkostninger "; 0,8; 0,0; 20,3; 0,0; 0,0; 0,0
"031106 Medlemsboliger "; 2,8; 3,9; 7,1; 4,1; 4,1; 4,1
"03110610 Drift af medlemsboliger "; 2,8; 3,9; 7,1; 4,1; 4,1; 4,1
"16 Husleje, leje af arealer,leasing "; 1,4; 1,6; 1,7; 1,7; 1,7; 1,7
"22 Andre ordinære driftsomkostninger "; 1,4; 0,6; 3,8; 0,8; 0,8; 0,8
"51 Anlægsaktiver (anskaffelser) "; 0,0; 1,7; 1,6; 1,6; 1,6; 1,6
"032 Folketingets Ombudsmand "; 90,9; 94,3; 105,0; 108,6; 108,6; 108,6
"0321 Folketingets Ombudsmand "; 90,9; 94,3; 105,0; 108,6; 108,6; 108,6
"032101 Folketingets Ombudsmand "; 90,9; 94,3; 105,0; 108,6; 108,6; 108,6
"03210110 Almindelig virksomhed "; 90,9; 94,3; 105,0; 108,6; 108,6; 108,6
