"01 Dronningen "; 87,8; 88,9
"011 Statsydelse "; 87,8; 88,9
"0111 Statsydelse "; 87,8; 88,9
"011101 Statsydelse "; 87,8; 88,9
"01110110 Almindelig virksomhed "; 87,8; 88,9
"22 Andre ordinære driftsomkostninger "; 87,8; 88,9
"2200 Andre ordinære driftsomkostninger "; 87,8; 0,0
"2240 Øvrige driftsaktiviteter "; 0,0; 88,9
"02 Medlemmer af det kongelige hus m.fl. "; 27,3; 27,6
"021 Årpenge mv. "; 27,3; 27,6
"0211 Årpenge mv. "; 27,3; 27,6
"021101 Årpenge mv. "; 27,3; 27,6
"02110110 Almindelig virksomhed "; 27,3; 27,6
"22 Andre ordinære driftsomkostninger "; 27,3; 27,6
"2200 Andre ordinære driftsomkostninger "; 27,3; 0,0
"2240 Øvrige driftsaktiviteter "; 0,0; 27,6
"03 Folketinget "; 1344,7; 1334,3
"031 Udgifter ved Folketinget "; 917,1; 916,7
"0311 Folketinget "; 917,1; 916,7
"031101 Folketinget "; 528,3; 536,5
"03110110 Almindelig virksomhed "; 512,8; 515,8
"11 Salg af varer "; -4,4; -5,1
"1100 Salg af varer "; -4,4; 0,0
"1150 Husleje og boligindtægter "; 0,0; -0,1
"1160 Leje af arealer, forpagt.indt. "; 0,0; -1,5
"1180 Salg af varer, tj.og leje "; 0,0; -3,5
"16 Husleje, leje af arealer,leasing "; 20,1; 18,5
"1600 Husleje, leje af arealer,leasing "; 20,1; 0,0
"1610 Husleje "; 0,0; 18,5
"18 Lønninger / personaleomkostninger "; 290,5; 294,9
"1800 Lønninger / personaleomkostninger "; 290,5; 0,0
"1811 Egentlig løn "; 0,0; 222,3
"1818 Egentlig løn, manuel "; 0,0; 24,3
"1831 Overarbejde "; 0,0; 2,7
"1841 Merarbejde "; 0,0; 2,4
"1851 Løn og overarbejde "; 0,0; 8,3
"1871 Frivilling fratræd.ordning "; 0,0; 0,0
"1881 Pensionsbidrag "; 0,0; 38,1
"1889 Barselsfonden tilskud bslf. "; 0,0; -3,2
"22 Andre ordinære driftsomkostninger "; 194,9; 206,7
"2200 Andre ordinære driftsomkostninger "; 194,9; 0,0
"2210 Rejser og befordring "; 0,0; 0,9
"2220 Repræsentation "; 0,0; 3,3
"2230 Rep. og vedligeholdelse "; 0,0; 40,0
"2236 Omk.dækk. og kontante godtgør. "; 0,0; 0,5
"2237 Kantinetilskud "; 0,0; 6,2
"2238 AER - tilskud/refusion "; 0,0; 1,0
"2260 Køb af IT-varer til forbrug "; 0,0; 10,2
"2265 Køb af IT-tjenesteydelser "; 0,0; 43,5
"2270 Køb af tj.ydelser i øvrigt "; 0,0; 68,8
"2280 Køb øvrige varer til forbrug "; 0,0; 32,4
"2291 Over-und.sk.kasse,kurs.momsdif "; 0,0; 0,0
"25 Finansielle indtægter "; 0,0; 0,0
"2540 Renteindt.øvr.pengeinstitutter "; 0,0; 0,0
"26 Finansielle omkostninger "; 0,0; 0,0
"2680 Morarenter og gebyrer til offentlige myndighe "; 0,0; 0,0
"2690 Øvrige renteudgifter "; 0,0; 0,0
"44 Tilskud til personer "; 0,6; 0,7
"4400 Tilskud til personer "; 0,6; 0,0
"4423 Fratræd.ord.suppl.ydl.mm "; 0,0; 0,7
