"01 Dronningen "; 89,3; 87,2
"011 Statsydelse "; 89,3; 87,2
"0111 Statsydelse "; 89,3; 87,2
"011101 Statsydelse "; 89,3; 87,2
"01110110 Almindelig virksomhed "; 89,3; 87,2
"22 Andre ordinære driftsomkostninger "; 89,3; 87,2
"2200 Andre ordinære driftsomkostninger "; 89,3; 0,0
"2240 Øvrige driftsaktiviteter "; 0,0; 87,2
"02 Medlemmer af det kongelige hus m.fl. "; 27,8; 27,1
"021 Årpenge mv. "; 27,8; 27,1
"0211 Årpenge mv. "; 27,8; 27,1
"021101 Årpenge mv. "; 27,8; 27,1
"02110110 Almindelig virksomhed "; 27,8; 27,1
"22 Andre ordinære driftsomkostninger "; 27,8; 27,1
"2200 Andre ordinære driftsomkostninger "; 27,8; 0,0
"2240 Øvrige driftsaktiviteter "; 0,0; 27,1
"03 Folketinget "; 1275,1; 1253,6
"031 Udgifter ved Folketinget "; 865,6; 851,9
"0311 Folketinget "; 865,6; 851,9
"031101 Folketinget "; 495,0; 480,6
"03110110 Almindelig virksomhed "; 476,0; 463,1
"11 Salg af varer "; -3,8; -3,5
"1100 Salg af varer "; -3,8; 0,0
"1150 Husleje og boligindtægter "; 0,0; -0,1
"1160 Leje af arealer, forpagt.indt. "; 0,0; -0,6
"1180 Salg af varer, tj.og leje "; 0,0; -2,8
"16 Husleje, leje af arealer,leasing "; 17,0; 17,0
"1600 Husleje, leje af arealer,leasing "; 17,0; 0,0
"1610 Husleje "; 0,0; 17,0
"18 Lønninger / personaleomkostninger "; 255,8; 257,0
"1800 Lønninger / personaleomkostninger "; 255,8; 0,0
"1811 Egentlig løn "; 0,0; 210,8
"1818 Egentlig løn, manuel "; 0,0; 1,0
"1831 Overarbejde "; 0,0; 2,1
"1841 Merarbejde "; 0,0; 2,4
"1851 Løn og overarbejde "; 0,0; 6,9
"1871 Frivilling fratræd.ordning "; 0,0; 0,0
"1881 Pensionsbidrag "; 0,0; 36,1
"1889 Barselsfonden tilskud bslf. "; 0,0; -2,2
"22 Andre ordinære driftsomkostninger "; 195,7; 191,8
"2200 Andre ordinære driftsomkostninger "; 195,7; 0,0
"2210 Rejser og befordring "; 0,0; 0,2
"2220 Repræsentation "; 0,0; 1,1
"2230 Rep. og vedligeholdelse "; 0,0; 27,0
"2236 Omk.dækk. og kontante godtgør. "; 0,0; 0,5
"2237 Kantinetilskud "; 0,0; 5,6
"2238 AER - tilskud/refusion "; 0,0; 0,7
"2255 Køb af energi til forbrug "; 0,0; 0,0
"2260 Køb af IT-varer til forbrug "; 0,0; 10,8
"2265 Køb af IT-tjenesteydelser "; 0,0; 35,5
"2270 Køb af tj.ydelser i øvrigt "; 0,0; 84,0
"2280 Køb øvrige varer til forbrug "; 0,0; 26,4
"2291 Over-und.sk.kasse,kurs.momsdif "; 0,0; 0,0
"2295 Tab på debitorer mv. "; 0,0; 0,0
"25 Finansielle indtægter "; 0,0; 0,0
"2540 Renteindt.øvr.pengeinstitutter "; 0,0; 0,0
"26 Finansielle omkostninger "; 0,0; 0,0
"2680 Morarenter og gebyrer til offentlige myndighe "; 0,0; 0,0
"2690 Øvrige renteudgifter "; 0,0; 0,0
"44 Tilskud til personer "; 0,0; 0,7
"4423 Fratræd.ord.suppl.ydl.mm "; 0,0; 0,7
"51 Anlægsaktiver (anskaffelser) "; 11,3; 0,0
"5100 Anlægsaktiver (anskaffelser) "; 11,3; 0,0
"03110130 Udvalgsarbejde "; 4,0; 6,0
"22 Andre ordinære driftsomkostninger "; 4,0; 6,0
"2200 Andre ordinære driftsomkostninger "; 4,0; 0,0
"2210 Rejser og befordring "; 0,0; 2,8
"2220 Repræsentation "; 0,0; 1,4
"2270 Køb af tj.ydelser i øvrigt "; 0,0; 1,8
"2280 Køb øvrige varer til forbrug "; 0,0; 0,0
"03110140 Interparlamentariske forsamlinger "; 15,0; 11,5
"22 Andre ordinære driftsomkostninger "; 6,3; 2,7
"2200 Andre ordinære driftsomkostninger "; 6,3; 0,0
"2210 Rejser og befordring "; 0,0; 1,5
"2220 Repræsentation "; 0,0; 1,2
"2270 Køb af tj.ydelser i øvrigt "; 0,0; 0,0
"2280 Køb øvrige varer til forbrug "; 0,0; 0,0
"41 Overførselsudgifter til EU og øvrige udland "; 8,7; 8,7
"4100 Overførselsudgifter til EU og øvrige udland "; 8,7; 0,0
"4140 Andre internationale org. "; 0,0; 8,7
"031103 Folketingets medlemmer "; 369,9; 367,6
"03110310 Folketingsvederlag og boliggodtgørelse "; 160,9; 160,7
"18 Lønninger / personaleomkostninger "; 0,0; 0,0
"1811 Egentlig løn "; 0,0; 0,0
"22 Andre ordinære driftsomkostninger "; 3,5; 3,4
"2200 Andre ordinære driftsomkostninger "; 3,5; 0,0
"2236 Omk.dækk. og kontante godtgør. "; 0,0; 2,8
"2238 AER - tilskud/refusion "; 0,0; 0,5
"44 Tilskud til personer "; 157,4; 157,3
"4400 Tilskud til personer "; 157,4; 0,0
"4424 Understøt.supp.ydl.overf.pers. "; 0,0; 157,3
"03110320 Befordringsudgifter "; 9,7; 7,7
"22 Andre ordinære driftsomkostninger "; 9,7; 7,7
"2200 Andre ordinære driftsomkostninger "; 9,7; 0,0
"2210 Rejser og befordring "; 0,0; 7,7
"03110330 Folketingsgruppestøtte "; 199,3; 199,3
"46 Tilskud til anden virks. og invest.tilskud "; 199,3; 199,3
"4600 Tilskud til anden virks. og invest.tilskud "; 199,3; 0,0
"4643 Løb.overførs. og øvr. tilskud "; 0,0; 199,3
"031104 Fhv folketingsmedlemmers efterudd "; -3,2; 0,8
"03110410 Efteruddannelse "; -3,2; 0,8
"22 Andre ordinære driftsomkostninger "; 0,0; 0,8
"2270 Køb af tj.ydelser i øvrigt "; 0,0; 0,8
"44 Tilskud til personer "; -3,2; 0,0
"4400 Tilskud til personer "; -3,2; 0,0
"031105 Erhvervelse af medlemsboliger "; 0,0; 0,0
"03110510 Erhvervelse og ombygning af medlemsboliger "; 0,0; 0,0
"51 Anlægsaktiver (anskaffelser) "; 0,0; 0,0
"5132 Bygninger anskaffelse "; 0,0; 0,0
"031106 Medlemsboliger "; 3,9; 2,8
"03110610 Drift af medlemsboliger "; 3,9; 2,8
"16 Husleje, leje af arealer,leasing "; 1,7; 1,4
"1600 Husleje, leje af arealer,leasing "; 1,7; 0,0
"1610 Husleje "; 0,0; 1,4
"22 Andre ordinære driftsomkostninger "; 0,4; 1,4
"2200 Andre ordinære driftsomkostninger "; 0,4; 0,0
"2230 Rep. og vedligeholdelse "; 0,0; 1,0
"2270 Køb af tj.ydelser i øvrigt "; 0,0; 0,1
"2280 Køb øvrige varer til forbrug "; 0,0; 0,3
"51 Anlægsaktiver (anskaffelser) "; 1,8; 0,0
"5100 Anlægsaktiver (anskaffelser) "; 1,8; 0,0
"032 Folketingets Ombudsmand "; 93,3; 90,9
"0321 Folketingets Ombudsmand "; 93,3; 90,9
"032101 Folketingets Ombudsmand "; 93,3; 90,9
"03210110 Almindelig virksomhed "; 93,3; 90,9
"11 Salg af varer "; -0,1; 0,0
"1100 Salg af varer "; -0,1; 0,0
"1180 Salg af varer, tj.og leje "; 0,0; 0,0
"16 Husleje, leje af arealer,leasing "; 6,1; 6,2
"1600 Husleje, leje af arealer,leasing "; 6,1; 0,0
"1610 Husleje "; 0,0; 6,2
"1630 Leje og leasing i øvrigt "; 0,0; 0,0
"18 Lønninger / personaleomkostninger "; 73,9; 73,9
"1800 Lønninger / personaleomkostninger "; 73,9; 0,0
"1811 Egentlig løn "; 0,0; 62,2
"1818 Egentlig løn, manuel "; 0,0; 0,3
"1841 Merarbejde "; 0,0; 1,7
"1851 Løn og overarbejde "; 0,0; 0,8
"1871 Frivilling fratræd.ordning "; 0,0; 0,0
"1881 Pensionsbidrag "; 0,0; 10,3
"1889 Barselsfonden tilskud bslf. "; 0,0; -1,6
"22 Andre ordinære driftsomkostninger "; 13,4; 10,8
"2200 Andre ordinære driftsomkostninger "; 13,4; 0,0
"2210 Rejser og befordring "; 0,0; 0,6
"2220 Repræsentation "; 0,0; 0,4
"2230 Rep. og vedligeholdelse "; 0,0; 0,7
"2237 Kantinetilskud "; 0,0; 0,0
"2238 AER - tilskud/refusion "; 0,0; 0,4
"2260 Køb af IT-varer til forbrug "; 0,0; 0,2
"2265 Køb af IT-tjenesteydelser "; 0,0; 4,7
"2270 Køb af tj.ydelser i øvrigt "; 0,0; 2,5
"2280 Køb øvrige varer til forbrug "; 0,0; 1,2
"2295 Tab på debitorer mv. "; 0,0; 0,0
"26 Finansielle omkostninger "; 0,0; 0,0
"2680 Morarenter og gebyrer til offentlige myndighe "; 0,0; 0,0
"2690 Øvrige renteudgifter "; 0,0; 0,0
"03210197 Andre tilskudsfinansierede aktiviteter "; 0,0; 0,0
"11 Salg af varer "; -0,9; -0,3
"1100 Salg af varer "; -0,9; 0,0
"1180 Salg af varer, tj.og leje "; 0,0; -0,3
"18 Lønninger / personaleomkostninger "; 0,7; 0,2
"1800 Lønninger / personaleomkostninger "; 0,7; 0,0
"1811 Egentlig løn "; 0,0; 0,2
"22 Andre ordinære driftsomkostninger "; 0,2; 0,1
"2200 Andre ordinære driftsomkostninger "; 0,2; 0,0
"2210 Rejser og befordring "; 0,0; 0,0
"2220 Repræsentation "; 0,0; 0,0
"2270 Køb af tj.ydelser i øvrigt "; 0,0; 0,0
"2280 Køb øvrige varer til forbrug "; 0,0; 0,0
"033 Statsrevisorerne og Rigsrevisionen "; 226,4; 221,3
"0331 Statsrevisorerne og Rigsrevisionen "; 226,4; 221,3
"033101 Statsrevisorerne "; 5,5; 5,5
"03310110 Almindelig virksomhed "; 5,5; 5,5
"11 Salg af varer "; 0,0; 0,0
"1180 Salg af varer, tj.og leje "; 0,0; 0,0
"18 Lønninger / personaleomkostninger "; 2,6; 2,6
"1800 Lønninger / personaleomkostninger "; 2,6; 0,0
"1811 Egentlig løn "; 0,0; 2,2
"1841 Merarbejde "; 0,0; 0,1
"1881 Pensionsbidrag "; 0,0; 0,4
"1889 Barselsfonden tilskud bslf. "; 0,0; 0,0
"22 Andre ordinære driftsomkostninger "; 1,0; 0,8
"2200 Andre ordinære driftsomkostninger "; 1,0; 0,0
"2210 Rejser og befordring "; 0,0; 0,1
"2220 Repræsentation "; 0,0; 0,0
"2270 Køb af tj.ydelser i øvrigt "; 0,0; 0,7
"2280 Køb øvrige varer til forbrug "; 0,0; 0,0
"44 Tilskud til personer "; 1,9; 2,1
"4400 Tilskud til personer "; 1,9; 0,0
"4424 Understøt.supp.ydl.overf.pers. "; 0,0; 2,1
"033111 Rigsrevisionen "; 220,9; 215,7
"03311110 Almindelig virksomhed "; 220,9; 215,7
"11 Salg af varer "; 0,0; 0,0
"1180 Salg af varer, tj.og leje "; 0,0; 0,0
"12 Internt st. salg af varer og tjenesteydelser "; 0,0; 0,0
"1211 Internt statsligt salg af varer og tjen.ydels "; 0,0; 0,0
"16 Husleje, leje af arealer,leasing "; 14,7; 13,5
"1600 Husleje, leje af arealer,leasing "; 14,7; 0,0
"1610 Husleje "; 0,0; 13,5
"17 Internt statsligt køb af varer og tjenester "; 1,2; 1,0
"1700 Internt statsligt køb af varer og tjenester "; 1,2; 0,0
"1711 Internt statsligt køb af varer og tjen.ydelse "; 0,0; 0,5
"1715 Internt statsligt køb af koncernfælles funk. "; 0,0; 0,5
"18 Lønninger / personaleomkostninger "; 184,1; 175,2
"1800 Lønninger / personaleomkostninger "; 184,1; 0,0
"1808 Intern fordelt. Lønomk. "; 0,0; 0,0
"1809 Modkont.1808 int.lønomk. "; 0,0; 0,0
"1811 Egentlig løn "; 0,0; 152,7
"1815 Indefrosne feriepenge (modkonto) "; 0,0; 0,0
"1816 Skyldige feriepenge (modkonto) "; 0,0; 0,0
"1818 Egentlig løn, manuel "; 0,0; 0,0
"1851 Løn og overarbejde "; 0,0; 0,1
"1856 Overarbejde (modkonto) "; 0,0; -0,3
"1871 Frivilling fratræd.ordning "; 0,0; 0,0
"1876 Resløn og frivfratr mv hensæt. "; 0,0; 0,2
"1878 Friv.fratræd.o. u årsv. manuel "; 0,0; 0,0
"1881 Pensionsbidrag "; 0,0; 25,5
