"01 Dronningen "; 87,6; 85,9
"011 Statsydelse "; 87,6; 85,9
"0111 Statsydelse "; 87,6; 85,9
"011101 Statsydelse "; 87,6; 85,9
"01110110 Almindelig virksomhed "; 87,6; 85,9
"22 Andre ordinære driftsomkostninger "; 87,6; 85,9
"2200 Andre ordinære driftsomkostninger "; 87,6; 0,0
"2240 Øvrige driftsaktiviteter "; 0,0; 85,9
"02 Medlemmer af det kongelige hus m.fl. "; 29,8; 28,2
"021 Årpenge mv. "; 29,8; 28,2
"0211 Årpenge mv. "; 29,8; 28,2
"021101 Årpenge mv. "; 29,8; 28,2
"02110110 Almindelig virksomhed "; 29,8; 28,2
"22 Andre ordinære driftsomkostninger "; 29,8; 28,2
"2200 Andre ordinære driftsomkostninger "; 29,8; 0,0
"2240 Øvrige driftsaktiviteter "; 0,0; 28,2
"03 Folketinget "; 1232,6; 1214,4
"031 Udgifter ved Folketinget "; 831,9; 820,0
"0311 Folketinget "; 831,9; 820,0
"031101 Folketinget "; 430,8; 418,5
"03110110 Almindelig virksomhed "; 403,9; 403,7
"11 Salg af varer "; -3,2; -3,6
"1100 Salg af varer "; -3,2; 0,0
"1150 Husleje og boligindtægter "; 0,0; -0,1
"1160 Leje af arealer, forpagt.indt. "; 0,0; -0,6
"1180 Salg af varer, tj.og leje "; 0,0; -2,9
"16 Husleje, leje af arealer,leasing "; 17,1; 16,2
"1600 Husleje, leje af arealer,leasing "; 17,1; 0,0
"1610 Husleje "; 0,0; 16,2
"18 Lønninger / personaleomkostninger "; 241,1; 243,7
"1800 Lønninger / personaleomkostninger "; 241,1; 0,0
"1811 Egentlig løn "; 0,0; 204,1
"1831 Overarbejde "; 0,0; 1,8
"1841 Merarbejde "; 0,0; 1,6
"1851 Løn og overarbejde "; 0,0; 3,6
"1871 Frivilling fratræd.ordning "; 0,0; 0,1
"1881 Pensionsbidrag "; 0,0; 35,1
"1889 Barselsfonden tilskud bslf. "; 0,0; -2,5
"22 Andre ordinære driftsomkostninger "; 138,1; 147,2
"2200 Andre ordinære driftsomkostninger "; 138,1; 0,0
"2210 Rejser og befordring "; 0,0; 0,3
"2220 Repræsentation "; 0,0; 0,9
"2230 Rep. og vedligeholdelse "; 0,0; 25,9
"2236 Omk.dækk. og kontante godtgør. "; 0,0; 0,4
"2237 Kantinetilskud "; 0,0; 4,0
"2238 AER - tilskud/refusion "; 0,0; 0,4
"2255 Køb af energi til forbrug "; 0,0; 0,0
"2260 Køb af IT-varer til forbrug "; 0,0; 6,4
"2265 Køb af IT-tjenesteydelser "; 0,0; 33,4
"2270 Køb af tj.ydelser i øvrigt "; 0,0; 47,5
"2280 Køb øvrige varer til forbrug "; 0,0; 28,0
"2291 Over-und.sk.kasse,kurs.momsdif "; 0,0; 0,0
"26 Finansielle omkostninger "; 0,0; 0,0
"2680 Morarenter og gebyrer til offentlige myndighe "; 0,0; 0,0
"2690 Øvrige renteudgifter "; 0,0; 0,0
"44 Tilskud til personer "; 0,0; 0,2
"4423 Fratræd.ord.suppl.ydl.mm "; 0,0; 0,2
"46 Tilskud til anden virks. og invest.tilskud "; 0,0; 0,0
"4654 Engangstilskud i øvrigt "; 0,0; 0,0
"51 Anlægsaktiver (anskaffelser) "; 10,8; 0,0
"5100 Anlægsaktiver (anskaffelser) "; 10,8; 0,0
"03110130 Udvalgsarbejde "; 13,5; 4,8
"22 Andre ordinære driftsomkostninger "; 13,5; 4,8
"2200 Andre ordinære driftsomkostninger "; 13,5; 0,0
"2210 Rejser og befordring "; 0,0; 1,6
"2220 Repræsentation "; 0,0; 1,7
"2270 Køb af tj.ydelser i øvrigt "; 0,0; 1,5
"2280 Køb øvrige varer til forbrug "; 0,0; 0,0
"03110140 Interparlamentariske forsamlinger "; 13,4; 10,1
"22 Andre ordinære driftsomkostninger "; 4,1; 1,2
"2200 Andre ordinære driftsomkostninger "; 4,1; 0,0
"2210 Rejser og befordring "; 0,0; 0,7
"2220 Repræsentation "; 0,0; 0,5
"2270 Køb af tj.ydelser i øvrigt "; 0,0; 0,0
"2280 Køb øvrige varer til forbrug "; 0,0; 0,0
"41 Overførselsudgifter til EU og øvrige udland "; 9,3; 8,8
"4100 Overførselsudgifter til EU og øvrige udland "; 9,3; 0,0
"4140 Andre internationale org. "; 0,0; 8,8
"031103 Folketingets medlemmer "; 399,9; 397,7
"03110310 Folketingsvederlag og boliggodtgørelse "; 174,9; 174,5
"18 Lønninger / personaleomkostninger "; 0,0; 0,0
"1811 Egentlig løn "; 0,0; 0,0
"22 Andre ordinære driftsomkostninger "; 3,5; 3,1
"2200 Andre ordinære driftsomkostninger "; 3,5; 0,0
"2236 Omk.dækk. og kontante godtgør. "; 0,0; 2,8
"2238 AER - tilskud/refusion "; 0,0; 0,4
"44 Tilskud til personer "; 171,4; 171,4
"4400 Tilskud til personer "; 171,4; 0,0
"4424 Understøt.supp.ydl.overf.pers. "; 0,0; 171,4
"03110320 Befordringsudgifter "; 9,7; 7,8
"22 Andre ordinære driftsomkostninger "; 9,7; 7,8
"2200 Andre ordinære driftsomkostninger "; 9,7; 0,0
"2210 Rejser og befordring "; 0,0; 7,8
"2236 Omk.dækk. og kontante godtgør. "; 0,0; 0,0
"03110330 Folketingsgruppestøtte "; 215,3; 215,3
"46 Tilskud til anden virks. og invest.tilskud "; 215,3; 215,3
"4600 Tilskud til anden virks. og invest.tilskud "; 215,3; 0,0
"4643 Løb.overførs. og øvr. tilskud "; 0,0; 215,3
"031104 Fhv folketingsmedlemmers efterudd "; 0,0; 1,0
"03110410 Efteruddannelse "; 0,0; 1,0
"22 Andre ordinære driftsomkostninger "; 0,0; 1,0
"2270 Køb af tj.ydelser i øvrigt "; 0,0; 1,0
"031105 Erhvervelse af medlemsboliger "; 0,0; 0,0
"03110510 Erhvervelse og ombygning af medlemsboliger "; 0,0; 0,0
"51 Anlægsaktiver (anskaffelser) "; 0,0; 0,0
"5132 Bygninger anskaffelse "; 0,0; 0,0
"031106 Medlemsboliger "; 1,2; 2,7
"03110610 Drift af medlemsboliger "; 1,2; 2,7
"16 Husleje, leje af arealer,leasing "; 1,7; 1,4
"1600 Husleje, leje af arealer,leasing "; 1,7; 0,0
"1610 Husleje "; 0,0; 1,4
"22 Andre ordinære driftsomkostninger "; 0,4; 1,4
"2200 Andre ordinære driftsomkostninger "; 0,4; 0,0
"2230 Rep. og vedligeholdelse "; 0,0; 0,8
"2270 Køb af tj.ydelser i øvrigt "; 0,0; 0,1
"2280 Køb øvrige varer til forbrug "; 0,0; 0,4
"51 Anlægsaktiver (anskaffelser) "; -0,9; 0,0
"5100 Anlægsaktiver (anskaffelser) "; -0,9; 0,0
"032 Folketingets Ombudsmand "; 92,7; 91,4
"0321 Folketingets Ombudsmand "; 92,7; 91,4
"032101 Folketingets Ombudsmand "; 92,7; 91,4
"03210110 Almindelig virksomhed "; 92,7; 91,4
"11 Salg af varer "; 0,0; 0,0
"1180 Salg af varer, tj.og leje "; 0,0; 0,0
"16 Husleje, leje af arealer,leasing "; 5,4; 6,1
"1600 Husleje, leje af arealer,leasing "; 5,4; 0,0
"1610 Husleje "; 0,0; 6,1
"1630 Leje og leasing i øvrigt "; 0,0; 0,0
"18 Lønninger / personaleomkostninger "; 73,3; 74,2
"1800 Lønninger / personaleomkostninger "; 73,3; 0,0
"1811 Egentlig løn "; 0,0; 64,1
"1841 Merarbejde "; 0,0; 0,8
"1851 Løn og overarbejde "; 0,0; 0,9
"1871 Frivilling fratræd.ordning "; 0,0; 0,1
"1881 Pensionsbidrag "; 0,0; 10,6
"1889 Barselsfonden tilskud bslf. "; 0,0; -2,3
"22 Andre ordinære driftsomkostninger "; 14,0; 11,1
"2200 Andre ordinære driftsomkostninger "; 14,0; 0,0
"2210 Rejser og befordring "; 0,0; 0,2
"2220 Repræsentation "; 0,0; 0,2
"2230 Rep. og vedligeholdelse "; 0,0; 0,6
"2237 Kantinetilskud "; 0,0; 0,1
"2238 AER - tilskud/refusion "; 0,0; 0,3
"2260 Køb af IT-varer til forbrug "; 0,0; 1,7
"2265 Køb af IT-tjenesteydelser "; 0,0; 4,6
"2270 Køb af tj.ydelser i øvrigt "; 0,0; 2,2
"2280 Køb øvrige varer til forbrug "; 0,0; 1,3
"2291 Over-und.sk.kasse,kurs.momsdif "; 0,0; 0,0
"26 Finansielle omkostninger "; 0,0; 0,0
"2680 Morarenter og gebyrer til offentlige myndighe "; 0,0; 0,0
"2690 Øvrige renteudgifter "; 0,0; 0,0
"03210197 Andre tilskudsfinansierede aktiviteter "; 0,0; 0,0
"11 Salg af varer "; -1,1; -0,6
"1100 Salg af varer "; -1,1; 0,0
"1180 Salg af varer, tj.og leje "; 0,0; -0,6
"18 Lønninger / personaleomkostninger "; 0,8; 0,5
"1800 Lønninger / personaleomkostninger "; 0,8; 0,0
"1811 Egentlig løn "; 0,0; 0,5
"22 Andre ordinære driftsomkostninger "; 0,3; 0,2
"2200 Andre ordinære driftsomkostninger "; 0,3; 0,0
"2210 Rejser og befordring "; 0,0; 0,0
"2220 Repræsentation "; 0,0; 0,0
"2270 Køb af tj.ydelser i øvrigt "; 0,0; 0,1
"2280 Køb øvrige varer til forbrug "; 0,0; 0,0
"033 Statsrevisorerne og Rigsrevisionen "; 219,9; 215,1
"0331 Statsrevisorerne og Rigsrevisionen "; 219,9; 215,1
"033101 Statsrevisorerne "; 5,5; 5,1
"03310110 Almindelig virksomhed "; 5,5; 5,1
"11 Salg af varer "; 0,0; 0,0
"1180 Salg af varer, tj.og leje "; 0,0; 0,0
"18 Lønninger / personaleomkostninger "; 2,6; 2,6
"1800 Lønninger / personaleomkostninger "; 2,6; 0,0
"1811 Egentlig løn "; 0,0; 2,1
"1841 Merarbejde "; 0,0; 0,1
"1851 Løn og overarbejde "; 0,0; 0,0
"1881 Pensionsbidrag "; 0,0; 0,4
"22 Andre ordinære driftsomkostninger "; 1,0; 0,5
"2200 Andre ordinære driftsomkostninger "; 1,0; 0,0
"2210 Rejser og befordring "; 0,0; 0,0
"2220 Repræsentation "; 0,0; 0,0
"2270 Køb af tj.ydelser i øvrigt "; 0,0; 0,5
"2280 Køb øvrige varer til forbrug "; 0,0; 0,0
"44 Tilskud til personer "; 1,9; 2,0
"4400 Tilskud til personer "; 1,9; 0,0
"4424 Understøt.supp.ydl.overf.pers. "; 0,0; 2,0
"033111 Rigsrevisionen "; 214,4; 210,0
"03311110 Almindelig virksomhed "; 214,4; 210,0
"11 Salg af varer "; 0,0; 0,0
"1180 Salg af varer, tj.og leje "; 0,0; 0,0
"16 Husleje, leje af arealer,leasing "; 14,7; 13,0
"1600 Husleje, leje af arealer,leasing "; 14,7; 0,0
"1610 Husleje "; 0,0; 13,0
"17 Internt statsligt køb af varer og tjenester "; 1,2; 0,9
"1700 Internt statsligt køb af varer og tjenester "; 1,2; 0,0
"1711 Internt statsligt køb af varer og tjen.ydelse "; 0,0; 0,4
