"01 Kongen "; 149,2; 151,9
"011 Statsydelse "; 149,2; 151,9
"0111 Statsydelse "; 149,2; 151,9
"011101 Statsydelse "; 149,2; 151,9
"01110110 Almindelig virksomhed "; 149,2; 151,9
"22 Andre ordinære driftsomkostninger "; 149,2; 151,9
"2200 Andre ordinære driftsomkostninger "; 149,2; 0,0
"2240 Øvrige driftsaktiviteter "; 0,0; 151,9
"02 Medlemmer af det kongelige hus m.fl. "; 19,0; 19,2
"021 Årpenge mv. "; 19,0; 19,2
"0211 Årpenge mv. "; 19,0; 19,2
"021101 Årpenge mv. "; 19,0; 19,2
"02110110 Almindelig virksomhed "; 19,0; 19,2
"22 Andre ordinære driftsomkostninger "; 19,0; 19,2
"2200 Andre ordinære driftsomkostninger "; 19,0; 0,0
"2240 Øvrige driftsaktiviteter "; 0,0; 19,2
"03 Folketinget "; 1498,6; 1448,6
"031 Udgifter ved Folketinget "; 1038,6; 982,6
"0311 Folketinget "; 1038,6; 982,6
"031101 Folketinget "; 623,7; 568,1
"03110110 Almindelig virksomhed "; 587,0; 535,7
"11 Salg af varer "; -5,4; -5,8
"1100 Salg af varer "; -5,4; 0,0
"1150 Husleje og boligindtægter "; 0,0; -0,1
"1160 Leje af arealer, forpagt.indt. "; 0,0; -1,6
"1180 Salg af varer, tj.og leje "; 0,0; -4,1
"16 Husleje, leje af arealer,leasing "; 21,3; 19,8
"1600 Husleje, leje af arealer,leasing "; 21,3; 0,0
"1610 Husleje "; 0,0; 19,8
"18 Lønninger / personaleomkostninger "; 302,1; 291,2
"1800 Lønninger / personaleomkostninger "; 302,1; 0,0
"1811 Egentlig løn "; 0,0; 243,7
"1818 Egentlig løn, manuel "; 0,0; 1,3
"1831 Overarbejde "; 0,0; 2,6
"1841 Merarbejde "; 0,0; 2,7
"1851 Løn og overarbejde "; 0,0; 2,6
"1871 Frivilling fratræd.ordning "; 0,0; 0,0
"1881 Pensionsbidrag "; 0,0; 41,7
"1889 Barselsfonden tilskud bslf. "; 0,0; -0,2
"1891 Øvr.komp.fravær pers. "; 0,0; -3,1
"22 Andre ordinære driftsomkostninger "; 255,2; 230,5
"2200 Andre ordinære driftsomkostninger "; 255,2; 0,0
"2210 Rejser og befordring "; 0,0; 1,2
"2220 Repræsentation "; 0,0; 3,0
"2230 Rep. og vedligeholdelse "; 0,0; 50,9
"2232 Arb.bidr.ejend.skat.og afgif. "; 0,0; 1,9
"2236 Omk.dækk. og kontante godtgør. "; 0,0; 0,6
"2237 Kantinetilskud "; 0,0; 6,8
"2238 AER - tilskud/refusion "; 0,0; 0,0
"2260 Køb af IT-varer til forbrug "; 0,0; 6,7
